log_id,label_x,user_id,age,gender,residence,city,city_rank,series_dev,series_group,emui_dev,device_name,device_size,net_type,task_id,adv_id,creat_type_cd,adv_prim_id,inter_type_cd,slot_id,site_id,spread_app_id,hispace_app_tags,app_second_class,app_score,pt_d,u_refreshTimes_x,u_feedLifeCycle_x,u_userId,u_phonePrice,u_browserLifeCycle,u_browserMode,u_feedLifeCycle_y,u_refreshTimes_y,i_regionEntity,i_cat,i_dislikeTimes,i_upTimes,i_dtype,e_ch,e_m,e_po,e_pl,e_rn,e_section,e_et,label_y,cillabel,pro,ad_click_list_v001_1,ad_click_list_v001_2,ad_click_list_v001_3,ad_click_list_v001_4,ad_click_list_v001_5,ad_click_list_v002_1,ad_click_list_v002_2,ad_click_list_v002_3,ad_click_list_v002_4,ad_click_list_v002_5,ad_click_list_v003_1,ad_click_list_v003_2,ad_click_list_v003_3,ad_click_list_v003_4,ad_click_list_v003_5,ad_close_list_v001_1,ad_close_list_v001_2,ad_close_list_v001_3,ad_close_list_v001_4,ad_close_list_v001_5,ad_close_list_v002_1,ad_close_list_v002_2,ad_close_list_v002_3,ad_close_list_v002_4,ad_close_list_v002_5,ad_close_list_v003_1,ad_close_list_v003_2,ad_close_list_v003_3,ad_close_list_v003_4,ad_close_list_v003_5,u_newsCatInterestsST_x_1,u_newsCatInterestsST_x_2,u_newsCatInterestsST_x_3,u_newsCatInterestsST_x_4,u_newsCatInterestsST_x_5,u_newsCatInterests_1,u_newsCatInterests_2,u_newsCatInterests_3,u_newsCatInterests_4,u_newsCatInterests_5,u_newsCatDislike_1,u_newsCatDislike_2,u_newsCatDislike_3,u_newsCatDislike_4,u_newsCatDislike_5,u_newsCatInterestsST_y_1,u_newsCatInterestsST_y_2,u_newsCatInterestsST_y_3,u_newsCatInterestsST_y_4,u_newsCatInterestsST_y_5,u_click_ca2_news_1,u_click_ca2_news_2,u_click_ca2_news_3,u_click_ca2_news_4,u_click_ca2_news_5
586627,0,223004,7,2,42,266,3,16,3,15,151,1281,6,34175,16653,2,1583,3,49,1,278,32,25,6,-2147483648,8,15,152201,14,15,12,14,8,2742,156,1,1,13,12,494,9,1529,12,0,-2147483648,0,0,16,24326,5432,30624,13441,10334,1615,1571,1524,1509,798,309,277,101,194,38,22137,14540,867,19708,870,1446,434,114,147,164,125,39,16,53,138,158,90,94,192,41,212,165,61,67,72,7,16,45,25,2,114,214,213,134,150,212,203,110,120,123
807130,0,259276,3,2,29,338,4,29,5,16,300,2237,6,17156,19676,8,1363,4,54,1,360,36,22,5,-2147483648,9,16,258277,13,16,14,16,6,1067,150,4,6,12,20,530,18,2144,5,0,-2147483648,0,0,25,26028,20476,22249,4740,25149,1865,1021,1758,669,772,202,202,149,150,275,17142,2281,3313,7898,8629,1120,725,201,74,220,203,16,40,47,11,197,124,112,34,95,200,85,185,124,156,21,58,7,4,9,215,164,149,102,57,163,91,85,165,172
1000761,0,250361,7,3,39,181,4,30,2,13,308,2394,6,28787,21251,9,1360,4,33,1,161,37,18,8,-2147483648,9,17,180876,11,17,15,14,7,43,50,1,5,11,19,201,19,1900,7,1,-2147483648,0,0,4,27956,24755,30108,9903,13188,1629,459,1754,1464,457,115,338,257,277,174,32364,1754,12589,2444,1381,1138,679,223,81,887,181,23,25,6,14,49,82,74,172,210,34,135,135,155,55,10,46,16,23,0,35,88,97,167,57,200,130,153,169,49
1002526,0,193669,5,2,14,273,4,14,3,30,283,1557,6,17411,18555,7,1623,5,28,1,318,41,17,9,-2147483648,4,14,187789,16,17,12,17,5,355,103,2,8,11,19,879,4,2035,7,0,-2147483648,0,0,10,34610,2804,26715,1867,3603,1534,1760,1555,1007,78,171,66,62,18,52,16212,2315,393,4429,1347,1444,367,14,87,249,114,6,19,12,3,106,182,183,143,41,54,175,101,22,146,14,20,33,32,30,71,112,92,34,85,65,124,21,174,168
1118800,0,272146,6,3,23,432,2,32,4,13,156,2496,5,21180,20508,4,1051,5,27,1,206,50,23,7,-2147483648,7,17,279300,14,16,14,15,7,134,70,0,2,13,19,1367,2,2350,3,0,-2147483648,0,0,4,30869,2843,36122,20792,33592,1571,2063,1912,1693,1818,227,332,274,300,68,29895,3879,4512,907,2540,1696,799,485,480,48,116,25,7,3,10,186,197,74,117,113,198,174,76,190,126,3,35,22,9,5,55,48,203,132,113,199,79,215,102,153
52017,0,128823,7,2,22,286,5,17,4,17,289,2253,7,33207,11404,10,1691,5,23,1,214,33,14,9,-2147483648,5,16,172096,13,14,11,14,8,136,42,3,3,14,18,196,9,347,31,0,-2147483648,0,0,2,32493,20200,1474,10133,9247,1576,275,448,260,200,269,139,129,25,13,17508,2734,1212,4459,1683,1012,352,112,24,19,207,80,9,28,3,153,37,108,24,199,170,22,6,66,139,4,49,1,3,8,95,90,72,86,144,121,94,109,152,157
310079,0,233516,5,3,22,421,4,18,5,24,248,1926,6,17516,17387,8,1471,4,16,1,355,46,16,8,-2147483648,7,15,278602,13,17,12,14,4,671,210,2,3,11,17,1107,6,314,22,0,-2147483648,0,0,12,12947,21931,7709,25859,27010,1078,1431,775,1517,611,336,161,103,43,33,32213,1730,3628,1942,9005,1174,268,23,105,15,271,7,8,309,6,11,42,150,76,89,133,84,13,101,128,2,19,6,9,12,62,39,167,146,117,28,79,62,71,107
320780,0,170307,8,4,19,297,4,32,6,16,278,2448,7,20064,20394,8,1156,5,43,1,350,43,22,8,-2147483648,7,16,221490,15,16,13,17,8,660,70,1,6,12,17,881,8,1438,5,0,-2147483648,0,0,6,16794,33916,36081,33424,28967,1085,1761,1903,2047,2046,355,332,351,270,210,19746,5467,3971,16468,475,1052,457,1404,40,76,116,9,9,2,11,131,72,71,175,190,143,77,32,123,124,4,79,5,15,5,66,196,97,69,118,26,48,162,94,28
346510,0,171476,4,2,20,367,4,15,5,36,305,1680,6,35360,15728,6,1819,5,19,2,139,21,14,6,-2147483648,6,17,141901,15,16,11,15,9,2417,92,2,1,10,17,711,10,2378,10,0,-2147483648,1,0,75,27445,11115,20163,32176,31827,1477,1898,858,1392,1893,264,238,299,322,41,19780,29093,13447,32392,7656,2035,929,1288,1983,1939,349,220,104,336,280,188,177,156,65,203,130,60,34,142,154,184,58,102,35,88,45,180,201,16,93,214,18,72,40,49
30853,0,238732,8,2,12,352,4,29,7,25,181,1357,6,26194,12090,9,1785,4,20,1,217,45,20,9,-2147483648,7,16,201374,14,17,10,16,4,2555,73,2,1,11,15,989,12,1864,53,1,-2147483648,0,0,5,24536,3266,8083,6367,13010,1676,1064,316,516,239,256,130,180,63,42,12999,4489,4468,5757,2673,1392,162,413,617,1169,267,64,29,174,29,69,24,150,35,47,102,32,62,18,175,26,10,45,15,185,70,103,41,153,139,31,150,123,25,164
178887,0,112224,5,2,13,362,4,16,4,30,185,2326,5,33061,11290,10,1904,4,17,1,274,42,11,9,-2147483648,8,17,111253,11,15,11,16,3,608,115,1,1,11,10,223,7,1025,22,0,-2147483648,0,0,12,34817,32363,794,5521,29541,1527,873,1782,233,1056,274,34,338,153,91,25003,1132,7186,5678,4468,1428,981,257,56,297,148,3,15,46,23,23,29,175,143,57,98,96,188,18,159,2,8,6,40,43,216,13,186,72,44,43,150,185,38,46
272315,0,256607,4,2,18,317,4,21,5,19,305,1679,7,26349,18155,10,1407,5,20,1,240,40,23,9,-2147483648,5,16,120655,13,16,12,16,3,194,111,1,3,11,19,318,4,890,26,0,-2147483648,0,0,2,25883,29569,18500,11410,8450,1220,1636,1662,1105,1022,265,253,242,199,17,27448,1377,2681,8448,2255,1072,160,236,81,51,232,24,23,1,4,135,107,139,12,88,112,95,128,143,68,18,18,4,14,7,115,126,28,47,155,35,123,60,128,73
106639,0,191952,2,2,12,358,3,17,4,25,254,1680,6,35698,22789,10,1214,3,23,1,179,33,17,8,-2147483648,6,17,230220,15,17,10,17,8,27,155,7,9,13,18,301,6,1964,9,0,-2147483648,0,0,34,21092,29310,30871,599,3317,1410,624,235,13,675,373,28,82,117,24,30381,281,458,11854,516,1177,204,192,553,685,113,26,31,86,9,68,43,73,60,203,13,27,87,13,137,49,50,71,10,130,2,5,3,175,117,52,46,12,121,19
434747,0,188401,5,3,35,297,3,29,4,32,262,2344,7,24036,14976,7,1867,4,67,1,168,17,24,5,-2147483648,6,16,211940,11,16,14,14,5,376,67,1,1,13,14,876,24,2301,31,0,-2147483648,0,0,4,20741,25595,5599,15849,2347,1512,1626,753,549,253,122,126,169,210,163,20487,7807,884,3706,767,1010,65,156,106,41,160,59,29,3,2,144,56,173,84,118,56,30,151,84,54,7,23,17,25,5,153,143,106,119,30,90,143,91,189,44
1105974,0,220935,7,3,24,163,4,25,3,14,225,2056,7,31687,17169,7,1910,3,52,1,154,35,30,9,-2147483648,6,16,211095,11,17,12,17,8,2836,145,1,6,11,18,885,19,1728,6,1,-2147483648,0,0,13,15534,19162,31217,14372,12122,1718,1865,1008,1927,1384,275,360,339,175,130,27434,16084,4377,19110,9665,1768,720,519,693,1366,251,165,19,110,23,130,214,74,80,19,73,199,72,153,22,28,17,80,20,38,99,77,141,91,147,34,206,33,44,151
617711,0,204842,8,2,33,357,4,23,7,28,234,2558,6,18959,22975,10,1705,5,25,1,309,29,12,10,-2147483648,8,16,225328,12,17,15,16,8,158,122,1,8,12,20,1279,13,2422,12,0,-2147483648,0,0,17,23376,24626,29359,20720,9273,1250,1810,1571,701,588,152,175,164,113,43,27632,719,332,290,1345,1026,109,45,39,14,110,7,11,5,8,47,151,128,49,78,17,37,140,145,166,17,27,6,5,10,86,169,62,40,40,39,65,89,90,28
723151,0,228103,4,3,42,262,5,33,6,14,203,2344,5,15253,14010,3,1764,4,66,1,291,51,12,7,-2147483648,9,16,246629,13,17,16,16,3,330,81,2,8,11,19,1153,4,2605,10,1,-2147483648,0,0,11,17296,12781,31724,25881,28576,2017,1669,1613,1861,987,318,42,68,193,75,20734,5139,2124,2276,2878,1279,1142,210,81,87,256,32,30,17,26,134,64,130,88,59,93,174,192,154,134,5,14,7,4,7,184,133,151,168,149,128,200,178,139,125
552920,0,201540,5,2,15,271,5,12,6,24,258,2046,5,22792,21039,9,1186,4,26,1,160,35,21,8,-2147483648,9,17,201280,14,16,11,17,6,2187,190,2,0,13,18,873,11,2250,8,0,-2147483648,0,0,38,15677,19911,17510,9740,22771,1448,1586,1356,452,1425,249,136,201,217,150,17692,13110,2202,13866,3690,1665,1456,562,1110,685,231,61,10,67,19,198,100,34,137,86,149,45,197,95,198,51,9,27,18,86,136,80,133,191,109,84,74,123,90,14
639980,0,157375,8,3,16,393,3,37,3,12,315,1824,7,24087,21850,5,1204,3,62,1,238,51,20,9,-2147483648,8,17,164140,15,17,17,17,3,236,9,3,3,13,14,297,19,1282,2,0,-2147483648,0,0,5,24835,7925,35456,24332,34154,2031,1515,1961,912,1787,173,56,345,372,370,34554,8272,29438,2761,7904,1656,196,1453,1948,492,292,262,54,336,227,159,109,13,204,110,190,180,212,53,187,9,57,112,141,5,214,47,174,116,174,162,193,156,79,181
1037263,0,179086,4,2,28,194,5,33,2,12,161,1323,7,29944,12632,7,1226,5,60,1,135,48,15,7,-2147483648,8,17,252391,14,17,12,17,9,936,197,2,3,13,19,389,2,2243,2,0,-2147483648,0,0,15,21652,11894,5041,17071,20118,1667,1932,249,1179,1530,282,210,64,252,6,33771,10227,8876,6684,1645,1731,1128,149,45,731,300,12,44,46,8,205,187,166,32,138,172,79,196,167,76,20,9,82,135,83,163,196,152,57,39,46,26,214,168,131
629181,1,114698,3,2,18,425,3,36,2,17,123,1246,5,35812,16924,2,2032,4,51,1,114,15,24,9,-2147483648,9,15,167206,12,16,11,14,9,2811,152,7,7,12,14,1310,21,2708,18,0,-2147483648,1,0,90,29347,18943,4972,21569,35513,1337,1989,27,1478,1700,368,95,153,186,20,23318,22037,9456,14911,15393,1866,181,1464,1637,2067,156,70,141,370,367,2,23,82,27,193,97,55,67,3,146,184,174,174,214,216,5,10,8,169,13,84,77,125,4,67
1132068,1,116351,3,4,24,411,2,31,3,22,168,1343,6,20140,18487,3,1301,4,22,1,255,48,12,8,-2147483648,9,14,111426,12,15,15,17,8,1970,122,1,2,13,11,867,11,1485,7,0,-2147483648,0,0,32,33478,10555,19270,12697,14360,1464,1413,1708,1951,701,237,46,196,359,156,33856,28099,18579,19632,7330,2021,1289,717,1374,1548,338,210,81,354,311,28,47,35,160,174,149,111,148,108,94,102,97,202,121,145,141,69,40,45,101,128,39,79,33,23
1010960,0,150281,4,2,15,190,4,15,4,30,241,1721,6,27233,16890,5,1319,3,57,1,245,32,24,8,-2147483648,8,15,155370,12,14,12,16,3,724,134,6,6,12,17,1122,2,1026,20,0,-2147483648,0,0,10,22394,23785,6572,2578,26879,1841,1090,1442,1745,1815,226,52,325,90,118,24960,12601,2250,1391,11899,1526,1048,682,183,398,212,26,67,61,31,131,190,132,108,120,190,116,117,216,86,50,17,51,27,5,134,172,135,184,122,157,148,137,48,168
83489,0,104345,7,2,44,220,4,29,3,16,260,2566,5,21983,20237,9,1533,5,37,1,341,41,16,8,-2147483648,7,16,115438,13,16,16,17,8,190,78,0,6,14,19,1465,6,2399,6,0,-2147483648,0,0,44,33977,20178,32140,9445,8785,1272,1523,1971,1858,969,301,35,267,294,7,22368,2137,8618,2256,1048,1132,11,222,5,7,224,27,18,4,3,29,45,58,196,177,21,96,150,27,60,10,23,5,7,2,127,17,31,26,189,73,118,45,58,45
999645,0,121459,9,2,38,173,3,31,3,30,210,1276,5,25301,17000,2,1581,3,21,1,172,16,18,6,-2147483648,2,16,198020,14,17,17,16,2,284,207,2,9,14,17,1010,5,968,7,0,-2147483648,0,0,23,27883,6571,33036,25171,6221,1054,1353,1046,1604,318,246,83,107,37,24,31725,469,1522,701,599,1063,47,168,18,356,119,14,5,48,28,107,201,146,151,184,50,98,192,161,74,22,14,107,38,26,141,64,125,15,39,73,63,17,86,28
1105593,0,227265,5,2,42,407,3,34,3,20,248,1471,6,21986,21888,7,1303,5,26,1,293,42,21,10,-2147483648,7,15,180796,11,16,16,16,5,1163,94,5,8,13,19,1054,2,1270,9,0,-2147483648,0,0,81,12715,6858,31797,991,15575,1519,324,1053,1435,15,283,243,212,245,116,28455,13280,10258,1831,3690,1737,21,448,122,265,357,16,41,77,40,5,156,78,2,25,85,50,139,76,29,52,19,57,50,164,164,14,157,45,10,107,62,78,3,139
742406,0,216981,7,2,14,395,3,30,5,23,156,1241,6,32244,14206,3,1885,3,39,1,244,39,25,5,-2147483648,7,16,203754,14,15,12,17,7,407,163,0,1,14,12,176,5,1389,10,0,-2147483648,0,0,2,27674,13071,4722,15340,14842,1260,2055,1608,265,768,197,261,24,239,198,15859,20046,2716,4325,3695,1617,806,1033,462,799,307,164,30,27,122,166,60,90,204,66,202,33,53,207,153,41,27,17,12,6,169,154,145,18,170,97,71,31,189,83
420470,1,117733,8,3,15,141,4,25,3,26,227,1827,7,30719,20726,8,1720,3,53,1,162,16,29,10,-2147483648,9,16,191368,11,17,13,17,9,2413,68,9,8,11,13,760,10,227,7,0,-2147483648,0,0,46,12656,26914,23040,4795,29670,1148,415,593,1897,1963,260,173,254,128,201,25515,10431,23900,5227,23994,1609,136,1550,1907,1969,227,216,138,371,271,43,75,90,128,131,162,138,191,135,28,37,22,181,68,165,160,174,141,115,28,43,56,207,83,83
442851,0,207259,4,4,19,263,2,29,3,14,208,2185,4,27043,17496,4,1811,3,39,1,177,25,25,7,-2147483648,8,13,222697,13,17,11,17,9,856,110,1,0,14,18,422,11,623,9,0,-2147483648,0,0,14,24407,28701,24350,35426,30745,1250,2028,856,1895,1894,180,223,226,211,27,32535,6140,11076,16795,943,2045,670,324,1252,635,205,25,43,86,72,165,175,28,63,169,173,55,202,74,91,43,62,22,112,176,56,68,78,176,188,214,126,93,128,146
699113,1,242293,3,3,12,228,5,28,3,17,166,1333,5,31847,10687,3,1082,3,54,1,221,30,24,8,-2147483648,9,12,207072,12,17,12,17,9,2976,163,9,6,13,13,1450,13,1555,7,1,-2147483648,1,0,90,19796,21385,23194,6590,20802,1736,1560,132,1677,703,255,139,84,211,155,31829,32599,31737,28622,21482,1921,869,1577,1931,2076,320,229,281,372,368,115,125,62,41,107,142,21,147,36,191,173,127,184,134,219,81,96,119,180,24,177,138,166,6,40
639492,0,197510,5,4,22,316,2,18,7,27,200,2363,5,13608,11580,10,1356,5,26,1,220,32,14,7,-2147483648,3,17,194651,14,17,13,15,4,195,91,0,1,13,19,679,14,1850,12,0,-2147483648,0,0,10,24262,18264,9088,24319,4406,1028,1636,941,861,1747,229,269,166,106,10,23318,1674,2354,3438,461,1033,192,25,307,147,131,30,24,34,5,173,188,162,93,55,51,48,105,65,178,9,11,4,34,3,102,100,159,101,78,37,52,59,173,64
320033,0,179540,5,3,24,258,2,26,6,29,157,2002,6,28893,18080,7,1947,4,22,1,268,28,13,9,-2147483648,7,16,226378,12,16,13,17,7,1891,193,4,6,13,6,1409,12,1161,5,0,-2147483648,0,0,23,19770,26592,25893,20046,24257,1033,599,1268,1743,564,272,81,304,67,15,26228,2777,5636,3070,1257,1269,132,60,543,267,130,82,36,147,124,144,74,171,116,124,156,40,120,143,113,14,15,24,66,72,138,40,101,56,54,52,7,52,78,66
316774,0,114215,6,4,43,237,3,27,2,16,330,2240,6,21645,17499,4,1767,3,42,1,338,49,16,7,-2147483648,7,16,201218,11,16,17,17,7,764,37,4,5,12,13,574,9,971,10,0,-2147483648,0,0,73,30734,4632,31309,1874,29025,1688,1128,1036,1977,782,341,306,345,283,76,26851,6901,4519,747,6127,1829,676,107,1101,135,143,63,41,195,162,78,118,108,91,53,175,57,129,137,88,22,31,33,31,28,174,61,182,46,77,96,84,177,136,135
271492,0,149865,7,2,27,281,3,29,3,22,202,1637,5,24476,20822,4,1681,3,28,1,124,22,22,8,-2147483648,3,16,189543,13,17,14,15,3,376,201,0,5,11,19,258,13,1820,28,0,-2147483648,0,0,3,11649,22564,7022,3335,8152,1096,1671,1214,1312,457,238,59,152,7,42,22094,191,611,1511,767,1069,22,27,56,27,108,11,6,14,4,50,136,207,158,73,82,23,53,155,51,31,22,5,56,6,2,42,42,139,81,49,60,20,168,120
810624,0,245588,3,4,17,404,3,32,4,12,183,1635,7,12813,20857,4,1834,3,14,1,349,51,26,8,-2147483648,8,15,286444,14,15,14,15,2,1119,159,3,1,13,14,1001,8,1661,12,0,-2147483648,0,0,20,30079,9974,31346,8070,19215,2037,2030,1042,1973,1344,202,247,114,367,361,33894,1743,5909,7364,8427,2031,140,305,294,21,172,27,13,236,48,57,170,80,169,159,92,127,197,173,23,125,4,77,34,20,43,90,162,72,137,38,148,189,153,119
343581,0,222666,2,2,33,366,4,19,3,30,253,2106,7,28401,14529,9,1875,3,70,1,212,26,25,4,-2147483648,5,17,259890,14,17,12,16,8,735,30,1,1,13,20,334,6,1832,6,0,-2147483648,0,0,4,14227,11011,13957,19645,15511,1562,1630,1516,1349,1656,145,105,259,279,305,31766,4649,7562,1907,4376,1732,94,158,113,81,201,9,87,139,30,143,185,99,44,149,42,112,68,128,62,14,16,22,11,4,111,36,35,61,59,205,128,70,106,210
1127642,0,268259,8,2,28,314,2,29,3,31,182,2530,6,24744,18188,3,1784,4,41,1,223,39,25,5,-2147483648,7,16,283000,15,17,15,17,9,37,7,0,5,11,18,1165,10,1498,4,0,-2147483648,0,0,7,23241,10582,24197,12029,23760,1269,1956,1911,1917,1725,148,111,174,345,233,20664,785,4003,1561,4399,1632,219,268,69,168,274,11,50,26,27,164,205,64,176,137,24,148,128,70,162,5,29,58,18,12,27,55,99,36,66,107,179,40,127,63
411791,0,164786,4,3,19,316,5,32,6,14,171,2268,6,22146,15828,7,1201,4,40,1,348,29,21,7,-2147483648,7,16,122582,13,16,13,15,7,499,86,1,2,12,13,408,7,2166,7,0,-2147483648,0,0,1,25124,27546,3868,11901,5753,1401,622,1925,885,1285,278,178,226,91,222,25295,1034,1284,2780,3441,1070,63,68,85,24,118,125,21,1,0,81,57,20,130,135,54,91,101,67,9,20,27,6,10,8,119,63,87,30,28,16,34,43,154,113
1023619,0,147256,8,3,25,194,4,30,6,29,254,1189,6,35537,14468,3,1210,5,23,1,272,39,27,6,-2147483648,7,16,152026,12,15,16,16,2,1698,199,2,8,13,19,1344,5,2918,14,0,-2147483648,0,0,12,25260,5548,22702,13572,7973,1779,1709,1068,1923,58,250,225,12,47,21,33045,4088,7217,887,15233,1378,254,98,1212,86,236,45,52,168,43,38,90,56,187,192,171,161,75,53,27,37,11,22,85,21,100,87,150,64,135,93,117,197,157,69
247781,0,215515,6,2,15,188,5,18,3,30,158,1267,5,13716,17697,3,1734,4,16,1,357,50,12,6,-2147483648,7,16,209146,15,16,14,17,8,2715,176,1,3,12,18,756,6,1839,7,0,-2147483648,0,0,45,32232,3294,14576,7960,17041,1194,1942,1966,1523,1853,253,51,302,241,32,25111,4215,9276,4943,3719,1309,601,43,789,719,258,10,37,73,36,99,205,213,82,157,69,98,109,71,45,12,20,17,26,9,106,68,96,102,161,137,141,24,215,125
975945,0,203931,3,2,37,265,2,34,7,24,200,1330,7,24072,19380,7,1446,4,19,1,134,35,18,6,-2147483648,5,16,112967,15,17,15,17,2,327,82,0,4,12,20,1370,6,1461,13,1,-2147483648,0,0,5,13968,21593,33804,5141,28822,1431,942,1310,1993,252,353,258,218,325,193,21381,6560,2481,2561,12266,1986,242,397,127,56,143,8,17,14,3,4,68,135,110,25,64,142,121,138,111,42,14,21,5,10,10,160,192,29,49,13,108,169,185,215
662352,0,222283,4,3,25,295,3,27,3,22,319,1795,7,19805,17424,5,1631,5,18,1,348,49,12,7,-2147483648,4,17,241535,15,16,13,14,5,191,79,4,7,11,12,1244,25,1754,6,0,-2147483648,0,0,32,27737,5937,27322,736,25062,1320,1344,748,1859,1117,265,199,121,150,124,23451,8100,2883,300,7161,1549,1173,595,271,99,185,11,29,164,3,57,66,115,108,143,55,146,58,82,184,29,144,28,11,7,18,104,79,75,202,91,65,29,181,82
755498,0,188263,3,2,25,219,4,13,5,20,145,1359,7,25317,18631,10,1788,3,24,1,268,42,15,9,-2147483648,7,16,265309,12,16,11,16,8,1946,200,6,3,12,15,1191,22,425,8,0,-2147483648,0,0,44,11275,11666,5872,20026,22323,1349,780,1354,1625,350,202,133,162,328,365,33786,33195,9572,4537,6886,1760,401,286,1524,1677,339,61,26,306,62,72,81,88,47,14,67,216,153,18,43,12,27,25,37,109,140,87,58,116,65,22,142,61,4,77
578384,0,267521,5,2,34,340,4,27,6,15,266,1427,6,23908,20419,9,1374,4,37,1,141,18,27,7,-2147483648,5,17,262494,11,17,13,17,8,161,53,2,6,14,19,997,2,2143,6,0,-2147483648,0,0,8,27232,33105,23167,32191,25950,1252,1895,1599,2020,1611,312,270,296,283,227,32379,2079,3240,1141,8196,1048,93,280,11,15,154,25,6,3,8,180,76,76,167,135,215,174,184,160,100,4,37,10,16,1,210,108,98,129,159,120,85,111,157,23
1017149,0,168328,5,3,16,124,4,35,3,17,330,2525,4,19707,16902,10,1167,4,31,1,367,35,16,9,-2147483648,8,16,167469,13,16,15,16,3,1444,130,4,5,14,12,994,4,981,9,0,-2147483648,0,0,10,23679,31511,26309,19216,19006,1689,503,1214,788,1440,180,135,275,84,260,19050,1461,18586,10580,4479,1770,919,80,144,306,239,47,42,63,48,87,147,176,181,190,52,28,197,107,39,69,24,75,25,24,193,39,123,142,61,62,140,95,175,51
593257,0,175391,6,2,17,404,4,24,4,18,237,1926,5,18877,19712,7,1727,5,47,1,116,16,14,9,-2147483648,4,17,231350,12,17,14,16,8,90,156,0,4,12,20,1040,7,2378,17,0,-2147483648,0,0,12,19058,18837,18106,22436,13495,1243,2064,1312,1195,1328,173,110,205,93,8,16437,344,315,2533,385,1019,149,9,13,2,112,36,7,34,3,35,140,206,178,161,16,36,18,162,46,2,35,14,4,2,36,41,148,26,70,17,37,165,196,8
813303,0,230888,2,2,40,427,4,21,5,16,247,2146,6,33008,13933,8,1026,5,50,1,332,45,19,9,-2147483648,5,17,117792,16,17,15,16,9,113,161,1,8,13,20,398,10,3094,17,1,-2147483648,1,0,1,24767,6510,25976,27819,20776,1219,1134,1672,2023,851,347,207,193,79,93,28025,962,1284,3845,925,1008,104,51,40,35,126,22,19,0,6,77,106,197,141,174,8,118,66,172,36,11,64,70,6,2,71,123,82,135,51,151,194,179,161,122
1089360,1,203219,5,3,22,321,4,25,6,25,133,1762,5,12657,22166,3,1657,4,43,1,332,36,15,7,-2147483648,6,16,226979,15,17,15,17,1,385,39,8,9,10,18,500,20,1839,10,0,-2147483648,0,0,19,17923,18857,15925,1047,5895,1220,1376,350,1083,240,302,138,188,17,127,29885,6638,964,3580,11240,1472,333,429,541,163,114,136,29,171,2,71,42,111,154,37,7,169,181,114,52,51,61,183,71,38,85,169,110,5,125,5,118,8,47,119
837840,0,178628,9,2,27,416,5,25,5,17,173,1985,7,32621,11617,9,1938,3,22,1,127,13,18,9,-2147483648,6,17,217253,12,17,16,17,3,785,206,1,4,12,19,388,13,2563,15,0,-2147483648,0,0,3,12422,30676,33765,35879,25417,1116,2048,1001,725,1350,267,242,71,20,23,13471,273,803,1774,261,1022,67,152,35,17,119,5,10,14,24,131,60,218,216,127,136,184,20,160,47,3,3,29,30,5,22,209,148,47,191,55,138,205,63,137
913568,1,210224,7,3,15,240,3,13,5,34,253,1393,4,28359,15654,5,1679,3,39,1,227,13,16,10,-2147483648,9,16,250416,13,16,11,16,9,2044,62,1,6,11,10,1150,7,2597,5,0,-2147483648,1,0,31,34174,25012,35336,25673,28181,1377,530,1817,1561,1629,162,334,348,79,157,30856,15303,25985,8547,17943,2018,588,1424,2038,2048,287,159,127,365,369,69,183,59,147,199,47,6,214,194,37,82,177,136,97,208,78,39,39,64,28,184,22,201,159,96
1106542,0,267064,2,2,34,353,3,35,5,32,152,1079,7,32687,20043,2,2041,4,65,2,168,24,14,9,-2147483648,8,16,259321,14,17,12,16,9,1449,166,8,9,12,18,1426,2,1759,3,0,-2147483648,0,0,75,33282,34738,2373,5266,20637,1818,1129,97,1282,311,205,53,145,61,54,35111,4282,6355,9019,1172,1830,288,1456,664,1688,216,137,163,308,226,88,31,74,36,64,218,123,144,30,97,22,18,50,79,170,197,88,170,152,13,63,5,102,136,113
959677,1,212491,5,2,16,328,5,22,3,28,243,1134,7,35990,16137,5,1871,4,30,1,198,15,14,8,-2147483648,8,16,201136,13,16,13,17,8,2698,113,5,7,11,12,691,14,3116,5,0,-2147483648,1,0,27,25105,20370,7118,31063,21774,1242,695,415,1486,1739,351,36,73,82,19,23222,3088,3618,4002,17860,1285,74,477,824,1221,228,32,43,320,236,29,144,149,196,184,200,109,64,125,105,59,85,86,196,146,140,156,84,188,25,179,57,62,155,38
1150195,1,184680,3,4,20,362,2,29,2,22,121,1565,6,23693,18652,2,1900,4,31,2,192,37,17,8,-2147483648,3,13,172855,12,16,13,16,5,2836,51,6,8,11,11,1196,4,1076,10,1,-2147483648,1,0,88,21162,25064,6725,10171,10870,1578,730,860,1723,616,168,44,93,118,132,27869,6384,29663,2308,4589,1340,147,983,1634,1996,185,171,112,234,207,70,10,30,63,114,199,16,194,155,90,126,118,128,195,176,167,33,119,22,43,138,11,152,46,88
119865,0,264451,8,2,26,164,5,14,7,34,319,2469,5,11947,19554,9,1127,4,46,1,348,30,13,8,-2147483648,7,16,211392,15,15,13,15,7,280,86,1,4,11,19,1393,5,262,21,0,-2147483648,0,0,4,26993,30065,12870,29728,20360,1425,1255,1914,1828,1652,205,286,284,181,162,17889,3327,11228,3903,3788,1255,862,609,25,82,142,79,22,10,34,126,134,81,139,148,17,22,53,170,169,20,58,8,9,4,56,60,82,109,145,147,66,75,151,67
